,,total,total,total,dem,dem,dem,gop,gop,gop,AGE18PLUS_TOT,AGE18PLUS_TOT,AGE18PLUS_TOT,turnout,turnout,turnout,winner,winner,winner,repturnout,repturnout,repturnout,demturnout,demturnout,demturnout
North Carolina,AVERY COUNTY,7759,8249,9458,1882,1689,2191,5766,6298,7172,14676,14741,14969,0.5286862905423821,0.5595956855030187,0.6318391342107021,red,red,red,0.392886345053148,0.42724374194423714,0.47912352194535374,0.12823657672390298,0.11457838681229225,0.1463691629367359
North Carolina,BEAUFORT COUNTY,23620,23938,26315,9435,8764,9633,13977,14543,16437,37225,37522,37669,0.6345198119543317,0.6379723895314748,0.6985850434043909,red,red,red,0.3754734721289456,0.3875859495762486,0.4363535002256497,0.2534586971121558,0.23356963914503492,0.25572752130399
North Carolina,BERTIE COUNTY,10123,9347,9815,6695,5778,5939,3387,3456,3817,16448,15899,15647,0.615454766536965,0.5878986099754702,0.6272767942736627,blue,blue,blue,0.20592169260700388,0.21737216177118057,0.24394452610724102,0.40704036964980544,0.3634190829611925,0.3795615772991628
North Carolina,BLADEN COUNTY,15957,15897,17125,8062,7058,7326,7748,8550,9676,27039,26521,26077,0.5901475646288694,0.599411786885864,0.656708977259654,blue,red,red,0.28654905876696624,0.32238603370913615,0.3710549526402577,0.2981619142719775,0.2661287281776705,0.2809372243739694
North Carolina,BRUNSWICK COUNTY,57362,68351,90175,22038,23282,33310,34743,42720,55850,91863,105607,121795,0.624429857505198,0.6472203547113354,0.7403834311753356,red,red,red,0.3782045001796153,0.4045186398628879,0.4585574120448294,0.23990072172691942,0.22045887109755982,0.2734923436922698
North Carolina,BUNCOMBE COUNTY,127696,138947,161569,70625,75452,96515,54701,55716,62412,194974,206518,213777,0.6549386071989086,0.6728081813691785,0.755782895260014,blue,blue,blue,0.28055535609876187,0.2697876214179878,0.2919490871328534,0.36222778421738283,0.3653531411305552,0.4514751353045463
North Carolina,BURKE COUNTY,36544,38920,44602,13701,11251,13118,22267,26238,31019,70988,72263,73860,0.5147912323209557,0.5385882125015569,0.6038721906309233,red,red,red,0.3136727334197329,0.36309037820184603,0.41997021391822364,0.1930044514565842,0.1556951690353293,0.1776062821554292
North Carolina,CABARRUS COUNTY,83566,93289,117227,32849,35521,52162,49557,53819,63237,134970,149198,161462,0.619144995184115,0.6252697757342591,0.7260346087624333,red,red,red,0.3671704823294065,0.3607219935924074,0.3916525250523343,0.2433800103726754,0.23807959892223757,0.32306053436721954
North Carolina,CALDWELL COUNTY,34732,36320,42829,10898,8425,10245,23229,26621,32119,64303,64859,65842,0.5401303205138174,0.559983965216855,0.6504814556058442,red,red,red,0.36124286580719406,0.4104441943292373,0.4878193250508794,0.16947887345847007,0.12989716153502212,0.15559976914431517
North Carolina,CAMDEN COUNTY,4704,5006,5953,1508,1274,1537,3109,3546,4312,7552,7978,8407,0.6228813559322034,0.6274755577839057,0.7081003925300345,red,red,red,0.4116790254237288,0.4444722988217598,0.5129059117402165,0.1996822033898305,0.1596891451491602,0.18282383727845844
North Carolina,CARTERET COUNTY,35517,37781,42695,10301,9939,12093,24775,26569,30028,55079,56435,57537,0.6448374153488625,0.6694604412155577,0.7420442497870935,red,red,red,0.4498084569436627,0.47078940373881456,0.5218902619184177,0.18702227709290292,0.176114113581997,0.21017779863392252
North Carolina,CASWELL COUNTY,11039,11070,12051,5348,4792,4860,5594,6026,7089,18589,18453,18383,0.5938458227984291,0.5999024548853845,0.6555513245933743,red,red,red,0.3009306579159718,0.32655936704058963,0.38562802589348855,0.2876970251223842,0.25968677179862354,0.2643746940107708
North Carolina,CATAWBA COUNTY,69601,72351,83425,24069,21216,25689,44538,48324,56588,118754,121099,124631,0.5860939420987925,0.5974533233139828,0.6693759979459364,red,red,red,0.3750442090371693,0.3990454091280688,0.45404433888839857,0.20267948869090727,0.1751955012014963,0.20612046762041547
North Carolina,CHATHAM COUNTY,35434,39849,48599,18361,21065,26787,16665,17105,21186,50830,55336,59661,0.6971080070824316,0.7201279456411739,0.8145857427800406,blue,blue,blue,0.32785756443045444,0.30911160907908053,0.35510635088248604,0.36122368679913436,0.38067442532889983,0.44898677528033387
North Carolina,CHEROKEE COUNTY,12867,14181,16423,3378,2860,3583,9278,10844,12628,22042,22912,23877,0.583749206061156,0.6189333100558659,0.6878167273945638,red,red,red,0.4209236911351057,0.4732891061452514,0.5288771621225447,0.15325288086380545,0.1248254189944134,0.1500607278971395
North Carolina,CHOWAN COUNTY,7505,7228,7784,3556,2992,3247,3891,4014,4471,11534,11270,11164,0.6506849315068494,0.6413487133984028,0.6972411322106772,red,red,red,0.33735044217097276,0.35616681455190774,0.4004836975994267,0.3083058782729322,0.26548358473824313,0.29084557506270153
North Carolina,CLAY COUNTY,5642,6010,6893,1579,1367,1699,3973,4437,5112,8681,8894,9352,0.6499251238336597,0.6757364515403643,0.7370615911035072,red,red,red,0.4576661674922244,0.4988756465032606,0.5466210436270317,0.18189148715585762,0.15369912300427255,0.18167236954662105
North Carolina,CLEVELAND COUNTY,43340,44673,51308,17062,14964,16955,25793,28479,33798,75212,75532,76504,0.5762378343881296,0.5914446856961288,0.6706577433859667,red,red,red,0.34293729723980215,0.3770454906529683,0.4417808219178082,0.226852098069457,0.19811470634962663,0.2216223988288194
North Carolina,COLUMBUS COUNTY,24243,23732,26446,11050,9063,9446,12941,14272,16832,44504,44107,44013,0.5447375516807478,0.5380551839844016,0.6008679253856815,red,red,red,0.2907828509796872,0.32357675652390777,0.3824324631358917,0.24829228833363293,0.20547758859138004,0.214618408197578
North Carolina,CRAVEN COUNTY,46170,47001,53065,18763,17630,21148,26928,27731,31032,81092,80046,80387,0.5693533270852859,0.5871748744471929,0.6601191734982025,red,red,red,0.33206728160607707,0.34643829797866227,0.38603256745493675,0.23137917427119814,0.2202483571946131,0.2630773632552527
North Carolina,CUMBERLAND COUNTY,127641,127506,147150,75792,71605,84469,50666,51265,60032,244749,250935,252655,0.521517963301178,0.5081236176699145,0.5824147552987275,blue,blue,blue,0.20701208176540048,0.20429593320979536,0.23760463873661714,0.3096723582118824,0.2853527806005539,0.33432546357681425
North Carolina,CURRITUCK COUNTY,11304,12669,16147,3562,2913,4195,7496,9163,11657,18542,19867,21675,0.609642972710603,0.6376906427744501,0.744959630911188,red,red,red,0.40427138388523354,0.46121709367292496,0.5378085351787774,0.1921044116060835,0.14662505662656666,0.19354094579008074
North Carolina,DARE COUNTY,17974,19609,24232,7393,7222,9936,10248,11460,13938,27518,28927,30088,0.653172468929428,0.6778787983544785,0.8053709119914916,red,red,red,0.372410785667563,0.3961696684758184,0.4632411592661526,0.26866051311868594,0.24966294465378366,0.3302313214570593
North Carolina,DAVIDSON COUNTY,70935,74856,88514,20624,18109,22636,49383,54317,64658,125213,127392,131285,0.5665146590210282,0.5876036171816127,0.6742125909281335,red,red,red,0.394391956106794,0.42637685254961066,0.492501047339757,0.16471133189045867,0.14215178347148957,0.17241878356247858
North Carolina,DAVIE COUNTY,20670,21756,25311,5735,5270,6713,14687,15602,18228,31958,32852,33901,0.6467864071593967,0.6622427858273469,0.7466151440960443,red,red,red,0.4595719381688466,0.47491781322293924,0.5376832541812926,0.17945428374741848,0.16041641300377452,0.19801775758827173
North Carolina,DUPLIN COUNTY,20592,20856,22715,9033,8283,8767,11416,12217,13793,44564,44754,44760,0.4620770128354726,0.466014211020244,0.5074843610366399,red,red,red,0.2561709002782515,0.2729811860392367,0.3081546023235031,0.2026972444125303,0.18507842874379943,0.1958668453976765
North Carolina,DURHAM COUNTY,146735,156134,179914,111224,121250,144688,33769,28350,32459,220075,241907,255829,0.6667499716005907,0.645429855274961,0.703258817413194,blue,blue,blue,0.15344314438259685,0.11719379761643937,0.12687771910143103,0.5053913438600477,0.5012256776364471,0.5655652799330803
North Carolina,EDGECOMBE COUNTY,26972,24886,25477,18310,16224,16089,8546,8261,9206,42339,41038,39904,0.6370485840478046,0.6064135679126663,0.6384572975140337,blue,blue,blue,0.2018469968586882,0.20130123300355768,0.2307036888532478,0.43246179645244337,0.3953409035528047,0.4031926623897354
North Carolina,FORSYTH COUNTY,174069,178312,201262,92323,94464,113029,79768,75975,85060,271998,284250,295401,0.6399642644431209,0.627306948109059,0.6813179373123314,blue,blue,blue,0.29326686225634013,0.26728232189973616,0.2879475695749168,0.33942528989183746,0.33232717678100265,0.3826290364623004
North Carolina,FRANKLIN COUNTY,28389,30368,37357,13436,12874,15882,14603,16368,20904,46850,50196,54524,0.6059551760939168,0.6049884452944457,0.6851478248110924,red,red,red,0.31169690501600855,0.3260817595027492,0.3833908003814834,0.28678762006403413,0.25647461949159295,0.29128457193162643
North Carolina,GASTON COUNTY,90483,96431,115498,33171,31177,40959,56138,61798,73033,158974,166999,174276,0.5691685432838074,0.577434595416739,0.6627303816934058,red,red,red,0.3531269264156403,0.3700501200605992,0.4190651610089743,0.2086567614830098,0.18668974065712968,0.2350237554224334
North Carolina,GATES COUNTY,5396,5392,5971,2786,2385,2546,2564,2874,3367,9261,9158,9230,0.5826584602094806,0.5887748416684866,0.6469122426868906,blue,red,red,0.2768599503293381,0.31382397903472375,0.3647887323943662,0.30083144368858655,0.26042804105699935,0.27583965330444205
North Carolina,GRAHAM COUNTY,3947,4168,4665,1119,768,905,2750,3283,3710,6843,6733,6767,0.5767938038871839,0.6190405465617109,0.6893749076400177,red,red,red,0.40187052462370304,0.48759839596019605,0.5482488547362199,0.16352476983779043,0.11406505272538245,0.13373725432244718
North Carolina,GRANVILLE COUNTY,26275,27353,31598,13598,12909,14565,12405,13591,16647,44820,46456,48058,0.5862338241856314,0.5887936972619252,0.657497190894336,blue,red,red,0.27677376171352075,0.2925563974513518,0.3463939406550418,0.3033913431503793,0.2778758395040468,0.303071288859295
North Carolina,GREENE COUNTY,8236,8095,8753,3778,3605,3832,4411,4374,4874,16451,16665,16884,0.5006382590723968,0.48574857485748574,0.5184198057332385,red,red,red,0.26812959698498573,0.26246624662466245,0.2886756692726842,0.22965169290620632,0.21632163216321632,0.2269604359156598
North Carolina,GUILFORD COUNTY,253852,257405,284486,146365,149248,173086,104789,98062,107294,385564,406713,418240,0.6583913435901692,0.6328910066803864,0.6801979724560061,blue,blue,blue,0.2717810791463933,0.24110859500433968,0.2565369166029074,0.37961272317954997,0.36696146914408934,0.4138437260902831
North Carolina,HALIFAX COUNTY,26079,25167,25759,17176,15748,15545,8763,9031,10080,41791,40695,39391,0.624033882893446,0.6184297825285662,0.6539311010129217,blue,blue,blue,0.2096862960924601,0.22191915468730802,0.25589601685664237,0.41099758321169627,0.38697628701314657,0.394633291868701
North Carolina,HARNETT COUNTY,43415,46065,58293,17331,16737,22093,25565,27614,35177,88695,95718,100990,0.48948644230227184,0.48125744374098917,0.5772155658976136,red,red,red,0.2882349625119793,0.28849328235023713,0.3483216160015843,0.19539996617622188,0.17485739359368144,0.21876423408258244
North Carolina,HAYWOOD COUNTY,27974,30727,36542,11833,10473,13144,15633,18929,22834,47541,49240,50968,0.5884184177867525,0.624025182778229,0.716959660963742,red,red,red,0.32883195557518774,0.3844232331437855,0.4480065923716842,0.2489009486548453,0.21269293257514216,0.2578873018364464
North Carolina,HENDERSON COUNTY,52392,58176,68371,18642,19827,27211,32994,35809,40032,85989,91515,95451,0.609287234413704,0.63569906572693,0.716294224261663,red,red,red,0.38370024072846526,0.39129104518384966,0.41939843479900685,0.21679517147542127,0.21665300770365514,0.28507820766676095
North Carolina,HERTFORD COUNTY,10918,10186,10634,7843,6910,7097,3007,3099,3479,19647,19517,19299,0.5557082506235048,0.5219039811446431,0.5510130058552256,blue,blue,blue,0.15305135644118695,0.15878464928011476,0.1802684076895176,0.399195805975467,0.3540503151099042,0.3677392611016115
North Carolina,HOKE COUNTY,17089,18230,21639,10076,9726,11804,6819,7760,9453,35599,38226,40282,0.4800415742015225,0.476900538900225,0.5371878258279132,blue,blue,blue,0.19155032444731593,0.20300319154502172,0.2346705724641279,0.2830416584735526,0.25443415476377335,0.2930341095278288
North Carolina,HYDE COUNTY,2383,2304,2492,1163,965,1046,1193,1288,1418,4645,4498,4098,0.5130247578040904,0.5122276567363273,0.6081015129331381,red,red,red,0.2568353067814855,0.2863494886616274,0.34602244997559783,0.2503767491926803,0.21453979546465096,0.2552464616886286
North Carolina,IREDELL COUNTY,76365,82567,102371,26076,24734,33888,49299,54754,67010,122765,132045,140623,0.6220421129800839,0.6252944072096633,0.7279819090760402,red,red,red,0.40157210931454407,0.41466166837063123,0.47652233276206596,0.2124058159898994,0.18731493051611192,0.24098476067215177
North Carolina,JACKSON COUNTY,16701,18713,21428,8095,7713,9591,8254,9870,11356,33521,35361,36721,0.49822499328778974,0.5291988348745793,0.5835353067726914,red,red,red,0.24623370424510008,0.2791210655807245,0.30925083739549575,0.24149040899734495,0.21812165945533216,0.26118569755725607
North Carolina,JOHNSTON COUNTY,76691,85909,111357,27290,28362,41257,48427,54372,68353,127035,141176,156585,0.6036997677805329,0.6085241117470391,0.7111600728039085,red,red,red,0.3812099027826977,0.3851362837876126,0.43652329405754065,0.21482268666115636,0.20089816966056553,0.26347989909633746
North Carolina,JONES COUNTY,5230,5135,5525,2352,2065,2197,2837,2974,3280,8050,7732,7704,0.6496894409937888,0.6641231246766683,0.717159916926272,red,red,red,0.3524223602484472,0.38463528194516294,0.4257528556593977,0.2921739130434783,0.2670719089498189,0.2851765316718588
North Carolina,LEE COUNTY,24239,25084,29008,10801,10469,12143,13158,13712,16469,43868,44985,47136,0.5525439956232333,0.5576080915860843,0.6154107264086898,red,red,red,0.29994529041670465,0.30481271534956095,0.34939324507807196,0.24621592048873894,0.23272201845059465,0.2576162593346911
North Carolina,LENOIR COUNTY,28086,26807,28409,13948,12634,13605,13980,13613,14590,45271,44293,43423,0.6203971637472112,0.6052197864222337,0.6542385371807568,red,red,red,0.3088069625146341,0.3073397602329939,0.3359970522534141,0.30810010823706124,0.2852369448897117,0.3133132211040232
North Carolina,LINCOLN COUNTY,36775,40023,50217,11024,9897,13274,25267,28806,36341,60850,63688,67981,0.604354971240756,0.6284229368169828,0.7386916932672364,red,red,red,0.4152341824157765,0.45229870619268936,0.534575837366323,0.18116680361544782,0.1553981911820123,0.19526044041717538
North Carolina,MACON COUNTY,16861,17734,20743,5712,4876,6230,10835,12127,14211,27346,27761,29260,0.6165801214071528,0.638809841144051,0.70892002734108,red,red,red,0.39621882542236525,0.43683584885270704,0.4856801093643199,0.20887881225773422,0.1756420878210439,0.21291866028708134
North Carolina,MADISON COUNTY,10113,11269,13076,4484,3926,4901,5404,6783,7979,16883,17416,17939,0.5990049161878813,0.6470486908589802,0.7289146552204694,red,red,red,0.3200852928981816,0.3894694533762058,0.444785105078321,0.2655926079488243,0.2254248966467616,0.273203634539272
North Carolina,MARTIN COUNTY,12652,11964,12540,6583,5846,5911,5995,5897,6532,18783,18338,17917,0.6735878187722941,0.652415748718508,0.6998939554612937,blue,red,red,0.319171591332588,0.3215726905878504,0.3645699614890886,0.3504764947026567,0.3187915803250082,0.3299101412066752
North Carolina,MCDOWELL COUNTY,18099,19875,23003,6031,4667,5832,11775,14568,16883,35396,35606,36617,0.5113289637247147,0.5581924394764928,0.6282054783297375,red,red,red,0.33266470787659624,0.4091445262034489,0.4610699948111533,0.17038648434851394,0.1310734145930461,0.1592702842941803
North Carolina,MECKLENBURG COUNTY,448900,472857,567053,272262,294562,378107,171668,155518,179211,725739,801668,852079,0.6185419276075834,0.5898414306171632,0.66549345776624,blue,blue,blue,0.23654233822352114,0.1939930245438261,0.21032204760356726,0.3751513974031987,0.36743639511618276,0.443746413184693
North Carolina,MITCHELL COUNTY,7765,8096,9041,1838,1596,1867,5806,6282,7090,12439,12231,12229,0.6242463220516119,0.6619246177745074,0.739308201815357,red,red,red,0.46675777795642737,0.5136129506990434,0.579769400605119,0.14776107404132166,0.13048810399803779,0.15266988306484586
North Carolina,MONTGOMERY COUNTY,11231,11540,12849,4706,4150,4327,6404,7130,8411,20961,21025,21266,0.535804589475693,0.5488703923900119,0.6042038935389824,red,red,red,0.3055197748199036,0.33912009512485136,0.3955139659550456,0.22451218930394543,0.19738406658739596,0.2034703282234553
North Carolina,MOORE COUNTY,46415,48692,58339,16505,16329,20779,29495,30490,36764,70977,75138,79328,0.6539442354565563,0.6480342835848705,0.7354149858814037,red,red,red,0.41555715231694773,0.40578668583140354,0.46344292053247277,0.23254011862997873,0.21732013095903538,0.26193777732956836
North Carolina,NASH COUNTY,48492,47665,52271,24313,23235,25947,23842,23319,25827,73211,72900,73765,0.6623594814986818,0.6538408779149519,0.7086151969091032,blue,red,blue,0.3256614443184767,0.3198765432098765,0.35012539822409,0.3320949037712912,0.3187242798353909,0.3517521859960686
North Carolina,NEW HANOVER COUNTY,103628,111905,131840,48668,50979,66146,53385,55344,63333,167848,182415,191812,0.6173919260283113,0.613463805059891,0.6873396867766355,red,red,blue,0.3180556217530146,0.3033961022942192,0.3301826788730632,0.2899528144511701,0.27946714908313464,0.34484808041207016
North Carolina,NORTHAMPTON COUNTY,10756,9848,10110,7232,6144,6069,3483,3582,3989,17112,16473,16132,0.6285647498831229,0.5978267467977904,0.6267046863377138,blue,blue,blue,0.2035413744740533,0.2174467310143872,0.24727250185965782,0.42262739597942967,0.3729739573848115,0.3762087775849244
North Carolina,ONSLOW COUNTY,51435,57135,72235,18490,17514,24266,32243,37122,46078,143686,145410,149343,0.35796806926214103,0.392923457808954,0.4836852078771687,red,red,red,0.22439903678855283,0.2552919331545286,0.30853806338428985,0.12868337903483987,0.12044563647617083,0.16248501771090712
North Carolina,ORANGE COUNTY,76757,82340,84997,53901,59923,63594,21539,18557,20176,109557,114395,119925,0.7006124665699134,0.7197867039643341,0.7087513028976443,blue,blue,blue,0.19660085617532427,0.16221862843655754,0.16823848238482386,0.49199047071387497,0.5238253420166965,0.530281425891182
North Carolina,PAMLICO COUNTY,6762,6870,7631,2647,2448,2713,4051,4258,4849,10775,10738,10805,0.6275638051044083,0.6397839448686906,0.7062471078204535,red,red,red,0.3759628770301624,0.3965356677221084,0.4487737158722814,0.24566125290023202,0.22797541441609237,0.25108745950948635
North Carolina,PASQUOTANK COUNTY,18107,17391,19897,10282,8615,9832,7633,8180,9770,31361,30628,31068,0.5773731704983898,0.5678137651821862,0.6404338869576413,blue,blue,blue,0.2433914734861771,0.26707587828131124,0.3144714819106476,0.3278594432575492,0.28127856863001177,0.31646710441611947
North Carolina,PENDER COUNTY,24527,27885,34169,9632,9354,11723,14617,17639,21956,41749,45662,49058,0.5874871254401303,0.6106828435022557,0.696502099555628,red,red,red,0.35011617044719634,0.3862949498488897,0.4475518773696441,0.2307121128649788,0.2048530506767115,0.23896204492641362
North Carolina,PERQUIMANS COUNTY,6652,6708,7484,2759,2319,2492,3822,4177,4903,10901,10842,10957,0.6102192459407394,0.6187050359712231,0.6830336771013964,red,red,red,0.35061003577653427,0.38526102195166945,0.4474764990417085,0.25309604623429044,0.21389042612064194,0.22743451674728485
North Carolina,PERSON COUNTY,19106,19615,21894,8418,7833,8465,10496,11185,13184,30457,30875,31361,0.6273106346652658,0.6353036437246964,0.6981282484614649,red,red,red,0.34461700101782844,0.3622672064777328,0.42039475782022256,0.2763896641166234,0.2537004048582996,0.2699212397563853
North Carolina,PITT COUNTY,78856,80527,87573,41843,41824,47252,36214,35691,38982,134569,138700,142466,0.5859893437567345,0.5805839942321558,0.6146940322603288,blue,blue,blue,0.269111013680714,0.25732516222062,0.2736231802675726,0.3109408556205367,0.30154289834174475,0.3316721182597953
North Carolina,POLK COUNTY,10389,10934,12358,4013,3735,4518,6236,6768,7689,16601,16995,17478,0.6258056743569664,0.6433656957928803,0.7070603043826524,red,red,red,0.37564002168544064,0.39823477493380405,0.43992447648472366,0.2417324257574845,0.21977052074139453,0.2584963954685891
North Carolina,RANDOLPH COUNTY,60715,64575,73316,14773,13194,15618,45160,49430,56894,108112,109935,111702,0.5615935326328252,0.5873925501432665,0.6563535120230614,red,red,red,0.41771496226135857,0.44962932642015735,0.5093373440045836,0.13664533076809235,0.12001637331150225,0.13981844550679487
North Carolina,RICHMOND COUNTY,19417,19328,20763,9904,8501,8754,9332,10383,11830,35220,34646,34516,0.5513060760931289,0.5578710385037233,0.6015471085873219,blue,red,red,0.26496308915388983,0.29968827570282286,0.34273959902653844,0.2812038614423623,0.24536743058361715,0.2536215088654537
North Carolina,ROBESON COUNTY,42946,40858,47188,24988,19016,19020,17510,20762,27806,99806,99375,98425,0.43029477185740334,0.4111496855345912,0.4794310388620777,blue,red,red,0.17544035428731738,0.208925786163522,0.28250952501905,0.2503657094763842,0.19135597484276728,0.19324358648717296
North Carolina,ROCKINGHAM COUNTY,42020,42278,47809,16351,14228,15992,25227,26830,31301,72920,72416,72695,0.5762479429511794,0.583821254971277,0.6576655891051654,red,red,red,0.3459544706527702,0.37049823243482105,0.43057981979503407,0.22423203510696654,0.19647591692443658,0.21998761950615586
North Carolina,ROWAN COUNTY,62312,64369,73408,22650,19400,23114,38775,42810,49297,105754,107939,110729,0.5892164835372657,0.596346084362464,0.6629518915550578,red,red,red,0.3666527980029124,0.3966129017315336,0.44520405675116725,0.21417629593206877,0.17973114444269447,0.20874387016951296
North Carolina,RUTHERFORD COUNTY,28702,30307,34429,9374,7512,9135,18954,21871,24891,52632,52385,53422,0.5453336373309013,0.578543476185931,0.6444723147766838,red,red,red,0.3601231190150479,0.41750501097642456,0.46593163865074316,0.1781045751633987,0.143399828195094,0.17099696754146232
North Carolina,SAMPSON COUNTY,26174,25928,28618,11566,10547,10966,14422,14838,17411,47739,47658,48081,0.5482729005634805,0.5440429728482101,0.5952039267070153,red,red,red,0.30210100756195146,0.31134332116328844,0.3621180923857657,0.24227570749282556,0.22130597171513702,0.22807345937064538
North Carolina,SCOTLAND COUNTY,14156,13928,14775,8215,7319,7186,5831,6256,7473,27419,27206,26793,0.5162843283854262,0.5119458942880247,0.5514500055984772,blue,blue,red,0.21266275210620372,0.22994927589502315,0.2789161348113313,0.2996097596557132,0.26902153936631623,0.26820438174149963
North Carolina,STANLY COUNTY,28717,29917,33939,8431,7094,8129,19904,21964,25458,47099,47503,49282,0.6097157052166713,0.6297918026229923,0.6886692910190333,red,red,red,0.42259920592793904,0.46237079763383365,0.5165780609553183,0.1790059236926474,0.1493379365513757,0.16494866279777606
North Carolina,STOKES COUNTY,21619,22550,25703,6018,4665,5286,15237,17116,20144,36866,37017,37145,0.5864210926056529,0.6091795661452846,0.691963925158164,red,red,red,0.4133076547496338,0.4623821487424697,0.5423071745860816,0.16323984158845548,0.12602317853958991,0.14230717458608158
North Carolina,SURRY COUNTY,29470,32196,36638,9112,7488,8721,19923,23671,27538,56556,56424,56811,0.5210764551948511,0.5706082518077414,0.6449103166640263,red,red,red,0.3522703161468279,0.4195200623848008,0.48473006988083295,0.1611146474290968,0.13270948532539345,0.15350900353804722
North Carolina,SWAIN COUNTY,5728,6124,7068,2618,2196,2780,2976,3565,4161,10817,10983,11137,0.5295368401590089,0.5575890011836474,0.6346412858040765,red,red,red,0.27512249237311637,0.32459255212601296,0.37361946664272244,0.24202643986317834,0.19994537011745425,0.24961838915327286
North Carolina,TRANSYLVANIA COUNTY,16763,17869,20404,6826,6558,8444,9634,10520,11636,27247,28016,29099,0.6152236943516718,0.6378141062250143,0.7011924808412661,red,red,red,0.35358021066539436,0.37549971444888636,0.3998762844083989,0.25052299335706685,0.2340805254140491,0.29018179318876935
North Carolina,TYRRELL COUNTY,1783,1739,1817,837,720,758,930,975,1044,3361,3251,3288,0.5304968759297828,0.5349123346662565,0.5526155717761557,red,red,red,0.2767033620946147,0.29990772070132266,0.3175182481751825,0.24903302588515322,0.22147031682559212,0.2305352798053528
North Carolina,UNION COUNTY,94728,105710,131011,32473,34337,48725,61107,66707,80382,146918,163569,176616,0.6447678296736955,0.6462716040325489,0.7417844362911628,red,red,red,0.41592589063287005,0.4078217755198112,0.45512297866557955,0.22102805646687268,0.2099236407876798,0.27588100738324955
North Carolina,VANCE COUNTY,20854,19977,20999,13323,12229,12431,7429,7332,8391,33995,33920,34092,0.6134431534049125,0.5889445754716981,0.6159509562360671,blue,blue,blue,0.2185321370789822,0.21615566037735848,0.2461281239000352,0.3919105750845713,0.3605247641509434,0.3646309984747155
North Carolina,WAKE COUNTY,486427,527624,631830,267262,302736,393336,211596,196082,226197,709633,791792,849055,0.6854627673741216,0.666366924646877,0.7441567389627292,blue,blue,blue,0.2981766631484162,0.2476433204680017,0.26641030321946163,0.37662002753535984,0.38234283751288217,0.46326327505285286
North Carolina,WARREN COUNTY,10162,9842,10293,6978,6413,6400,3140,3214,3752,16773,16223,16200,0.6058546473499076,0.6066695432410775,0.6353703703703704,blue,blue,blue,0.18720562809276814,0.19811378906490784,0.23160493827160494,0.4160257556787694,0.39530296492633915,0.3950617283950617
North Carolina,WASHINGTON COUNTY,6499,6165,6205,3833,3510,3396,2622,2564,2781,9908,9638,9274,0.6559345983044005,0.639655530192986,0.6690748328660772,blue,blue,blue,0.26463463867581755,0.2660302967420627,0.29987060599525556,0.3868591037545418,0.3641834405478315,0.36618503342678455
North Carolina,WATAUGA COUNTY,27674,29985,32220,13002,14138,17122,13861,13697,14451,45029,47124,49022,0.6145817140065292,0.6362999745352687,0.6572559259108155,red,blue,blue,0.30782384685424946,0.29065868771751124,0.2947860144424952,0.28874725177108085,0.3000169764875647,0.34927175553832973
North Carolina,WAYNE COUNTY,51352,50689,55537,23314,21770,24215,27641,27540,30709,94166,94607,94031,0.5453348342289149,0.5357848784973628,0.5906243685593049,red,red,red,0.29353482148546184,0.2910989673068589,0.3265837861981687,0.2475840536924155,0.23010982274038919,0.25752145569014473
North Carolina,WILKES COUNTY,29145,31296,35466,8148,6638,7511,20515,23752,27592,53847,54216,54628,0.54125578026631,0.5772465692784418,0.649227502379732,red,red,red,0.3809868702063253,0.438099454035709,0.5050889653657465,0.1513176221516519,0.12243618120112144,0.1374935930292158
North Carolina,WILSON COUNTY,39109,38135,40735,20875,19663,20754,17954,17531,19581,61834,62380,63224,0.6324837468059643,0.6113337608207758,0.6442964696950525,blue,blue,blue,0.29035805543875537,0.2810355883295928,0.3097083386055928,0.337597438302552,0.315213209361975,0.32826141971403267
North Carolina,YADKIN COUNTY,16813,17624,19923,3957,3160,3763,12578,13880,15933,29575,29585,29851,0.5684868977176669,0.5957072840966706,0.6674148269739707,red,red,red,0.4252916314454776,0.4691566672300152,0.5337509631168135,0.13379543533389687,0.10681088389386513,0.1260594284948578
North Carolina,YANCEY COUNTY,9451,9960,11352,3981,3196,3688,5278,6385,7516,14193,14296,14782,0.6658916367223279,0.6966983771684387,0.7679610336896225,red,red,red,0.3718734587472698,0.44662842753217685,0.5084562305506697,0.28049038258296344,0.22355903749300504,0.2494926261669598
Ohio,ADAMS COUNTY,11089,11359,11905,3976,2326,2130,6865,8659,9660,21310,21058,21111,0.5203660253402158,0.5394149491879571,0.5639240206527403,red,red,red,0.3221492257156265,0.41119764460062685,0.4575813556913457,0.18657907085875175,0.1104568335074556,0.1008952678698309
Ohio,ALLEN COUNTY,48235,45894,46375,17913,13294,13611,29502,30487,32052,80492,79417,78859,0.5992520995875367,0.5778863467519548,0.5880749185254696,red,red,red,0.36652089648660735,0.383885062392183,0.4064469496189401,0.2225438552899667,0.16739489026279009,0.17259919603342674
Ohio,ASHLAND COUNTY,24330,24590,25890,8281,5740,6448,15519,17493,19002,40889,41260,41579,0.595025556995769,0.5959767329132332,0.6226700978859521,red,red,red,0.3795397295116046,0.4239699466795928,0.45700954808917965,0.20252390618503754,0.13911778962675714,0.15507828471103202
