,,total,total,total,dem,dem,dem,gop,gop,gop,AGE18PLUS_TOT,AGE18PLUS_TOT,AGE18PLUS_TOT,turnout,turnout,turnout,winner,winner,winner,repturnout,repturnout,repturnout,demturnout,demturnout,demturnout
Georgia,BRYAN COUNTY,13453,15173,21340,3707,4014,6739,9560,10529,14244,22863,25305,27979,0.5884179678957268,0.5996048211815846,0.7627148933128418,red,red,red,0.4181428508944583,0.41608377790950407,0.509096107795132,0.16213970170143902,0.15862477771191463,0.24085921584045178
Georgia,BULLOCH COUNTY,24085,25316,30084,9593,9261,11243,14174,15097,18386,58612,59707,63851,0.4109226779499079,0.42400388564154956,0.471159418020078,red,red,red,0.24182761209308673,0.25285142445609393,0.28795163740583546,0.16366955572237768,0.15510744133853652,0.17608181547665658
Georgia,BURKE COUNTY,9779,9351,10684,5405,4731,5209,4301,4491,5400,16829,16653,16641,0.5810802780913898,0.5615204467663484,0.6420287242353224,blue,blue,red,0.2555707409828273,0.26968113853359754,0.32449972958355866,0.3211717867966011,0.28409295622410374,0.3130220539631032
Georgia,BUTTS COUNTY,9381,9514,11771,2968,2566,3274,6306,6717,8406,18327,18773,19833,0.5118677361270257,0.5067916688861663,0.5935057732062724,red,red,red,0.34408250122769685,0.35780109732062004,0.42383905611859024,0.16194685436787254,0.13668566558355083,0.16507840467907023
Georgia,CALHOUN COUNTY,2188,2025,2194,1298,1179,1260,883,830,923,5307,5218,5141,0.4122856604484643,0.38807972403219626,0.42676522077416845,blue,blue,blue,0.166384021104202,0.15906477577615946,0.1795370550476561,0.24458262671942718,0.22594863932541204,0.24508850418206574
Georgia,CAMDEN COUNTY,17983,18901,23688,6377,5930,7967,11343,12310,15251,38031,39643,41483,0.4728510951592122,0.476780263854905,0.5710290962562977,red,red,red,0.29825668533564725,0.3105214035264738,0.36764457729672395,0.1676789987115774,0.14958504654037283,0.19205457657353614
Georgia,CANDLER COUNTY,3528,3763,4431,1157,1026,1269,2344,2664,3133,8257,8118,8107,0.42727382826692506,0.4635378171963538,0.5465646971752807,red,red,red,0.28388034395058737,0.328159645232816,0.38645614900703096,0.14012353154898874,0.12638580931263857,0.15653139262365856
Georgia,CARROLL COUNTY,41549,44121,54474,12688,12464,16238,28280,30029,37476,83658,88125,91687,0.49665303975710634,0.500663829787234,0.5941300293389467,red,red,red,0.3380429845322623,0.340754609929078,0.4087384252947528,0.1516651127208396,0.1414354609929078,0.17710253361981523
Georgia,CATOOSA COUNTY,23678,26757,32593,5365,4771,6932,17858,20876,25167,49045,50744,52313,0.48278111938016105,0.527293867255242,0.6230382505304609,red,red,red,0.3641145886430829,0.41139839192810973,0.48108500755070444,0.10938933632378428,0.0940209679962163,0.13251008353564123
Georgia,CHARLTON COUNTY,3764,4016,4566,1197,1004,1103,2527,2951,3419,10753,10407,10935,0.35004184878638517,0.385894109733833,0.41755829903978053,red,red,red,0.23500418487863853,0.2835591428845969,0.312665752171925,0.11131777178461824,0.09647352743345824,0.10086877000457248
Georgia,CHATHAM COUNTY,108628,112142,133420,60246,62290,78254,47204,45688,53237,214892,225508,229084,0.5055004374290342,0.4972861273214254,0.5824064535279635,blue,blue,blue,0.21966383113377883,0.20260035120705253,0.23239073876831207,0.28035478286767307,0.27622079926211046,0.34159522271306597
Georgia,CHATTAHOOCHEE COUNTY,1490,1390,1582,729,594,667,735,751,880,8944,7932,8447,0.16659212880143112,0.17523953605648007,0.18728542677873802,red,red,red,0.08217799642218247,0.09467977811396873,0.10417899846099207,0.08150715563506261,0.07488653555219364,0.07896294542441103
Georgia,CHATTOOGA COUNTY,7822,8252,10050,2232,1613,1854,5452,6462,8064,19882,19295,19248,0.39342118499144957,0.4276755636175175,0.5221321695760599,red,red,red,0.2742178855245951,0.33490541591085776,0.41895261845386533,0.11226234785232873,0.08359678673231408,0.0963216957605985
Georgia,CHEROKEE COUNTY,98220,112043,144830,19841,25231,42794,76514,80649,99587,161450,180408,196911,0.6083617218953237,0.6210533900935657,0.7355099511962258,red,red,red,0.4739176215546609,0.4470367167753093,0.50574625084429,0.12289253638897492,0.13985521706354487,0.21732660948347224
Georgia,CLARKE COUNTY,40368,44976,51333,25431,29603,36048,13815,12717,14446,99011,102981,106329,0.40771227439375424,0.4367407580039036,0.482775160116243,blue,blue,blue,0.1395299512175415,0.12348879890465231,0.13586133604190767,0.2568502489622365,0.2874607937386508,0.3390232203820218
Georgia,CLAY COUNTY,1402,1273,1434,862,697,790,537,566,637,2432,2362,2287,0.5764802631578947,0.5389500423370025,0.6270222999562746,blue,blue,blue,0.22080592105263158,0.23962743437764605,0.2785308264101443,0.35444078947368424,0.29508890770533447,0.34543069523393094
Georgia,CLAYTON COUNTY,96067,92859,112344,81479,78220,95476,14164,12645,15813,190224,200211,211634,0.5050203970056355,0.46380568500232255,0.5308409801827684,blue,blue,blue,0.07445958448986457,0.06315836792184246,0.07471861799143804,0.42833186138447304,0.3906878243453157,0.45113734088095486
Georgia,CLINCH COUNTY,2472,2455,2864,852,686,747,1598,1727,2105,4939,4993,4958,0.5005061753391374,0.4916883637091929,0.5776522791448164,red,red,red,0.32354727677667544,0.34588423793310635,0.4245663574021783,0.17250455557805225,0.1373923492890046,0.15066559096409843
Georgia,COBB COUNTY,310116,330819,393746,133124,160121,221846,171722,152912,165459,529309,566466,583231,0.5858883941138352,0.5840050417853851,0.6751115767166012,red,blue,blue,0.3244267526152021,0.2699402965049977,0.2836937679924421,0.25150526441076954,0.2826665678081297,0.3803741570664111
Georgia,COFFEE COUNTY,14454,13915,15214,5057,4094,4511,9248,9588,10578,32194,32379,32708,0.4489656457725042,0.42975385280583095,0.46514614161672985,red,red,red,0.2872584953718084,0.2961178541647364,0.3234071175247646,0.15707895881220102,0.12643997652799654,0.1379173290937997
Georgia,COLQUITT COUNTY,13328,13624,16083,3973,3463,4187,9243,9898,11777,33435,33362,33909,0.3986241962015852,0.40836880282956656,0.474298858710077,red,red,red,0.27644683714670254,0.2966848510281158,0.34731192308826564,0.11882757589352475,0.10380073137102092,0.12347754283523549
Georgia,COLUMBIA COUNTY,58923,64743,80579,16451,18887,29236,41765,43085,50013,97196,109624,117374,0.6062286513848306,0.5905914763190542,0.6865149010854192,red,red,red,0.42969875303510435,0.39302524994526744,0.42609947688585204,0.16925593645829046,0.17228891483616726,0.2490841242523898
Georgia,COOK COUNTY,6031,6057,7035,2042,1753,2059,3935,4176,4900,12385,12693,12946,0.48696003229713364,0.47719215315528246,0.54341109222926,red,red,red,0.317723052079128,0.3290002363507445,0.3784952881198826,0.16487686717803796,0.1381076183723312,0.15904526494670168
Georgia,COWETA COUNTY,55555,61745,76799,15168,16583,24210,39653,42533,51501,95956,105182,112755,0.5789632748342991,0.5870301002072598,0.6811139195601082,red,red,red,0.4132414856809371,0.40437527333574186,0.45675136357589463,0.1580724498728584,0.15766005590310128,0.21471331648263936
Georgia,CRAWFORD COUNTY,5133,5176,6102,1706,1421,1615,3368,3635,4428,9743,9676,9899,0.5268397824078825,0.5349317899958661,0.6164259016062229,red,red,red,0.3456840808785795,0.37567176519222817,0.44731791090009093,0.17510007184645388,0.1468582058701943,0.16314779270633398
Georgia,CRISP COUNTY,7396,7512,8039,3167,2837,2986,4182,4549,4987,17733,17273,17021,0.41707550893813794,0.4348983963411104,0.47229892485752895,red,red,red,0.23583150059211638,0.26335899959474324,0.29299101110393044,0.17859358258613883,0.16424477508249868,0.17543035074319957
Georgia,DADE COUNTY,6020,6242,7434,1411,965,1261,4471,5051,6066,13099,13076,13028,0.4595770669516757,0.477363107984093,0.5706171323303654,red,red,red,0.34132376517291396,0.3862802080146834,0.46561252686521337,0.1077181464233911,0.07379932701131844,0.09679152594412035
Georgia,DAWSON COUNTY,10244,11765,16081,1241,1448,2486,8847,9900,13398,17552,18749,20853,0.5836371923427529,0.6275001333404449,0.77116002493646,red,red,red,0.5040451230628988,0.5280281615019468,0.6424974823766365,0.07070419325432999,0.0772307856419009,0.1192154606051887
Georgia,DECATUR COUNTY,10485,10286,11627,4591,4124,4780,5824,6020,6758,20530,20087,19996,0.5107160253287871,0.5120724846915916,0.5814662932586517,red,red,red,0.2836824159766196,0.2996963210036342,0.33796759351870376,0.22362396492937164,0.2053069149200976,0.23904780956191238
Georgia,DEKALB COUNTY,306265,314757,370804,238224,251370,308227,64392,51468,58373,542293,571102,584968,0.564759272201559,0.5511397263536111,0.6338876656500868,blue,blue,blue,0.11874023821070898,0.09012050386796054,0.09978836449173288,0.43929019920965234,0.44014904517931996,0.5269125832524172
Georgia,DODGE COUNTY,7733,7009,8070,2442,1839,2171,5214,5021,5843,16822,16697,16643,0.45969563666627034,0.4197760076660478,0.48488854172925555,red,red,red,0.30995125430983234,0.300712702880757,0.35107853151475094,0.1451670431577696,0.11013954602623226,0.13044523222976626
Georgia,DOOLY COUNTY,4298,3859,4105,2285,1872,1911,1985,1951,2159,11448,11339,11188,0.3754367575122292,0.3403298350824588,0.36691097604576334,blue,red,red,0.1733927323549965,0.17206102830937473,0.19297461565963533,0.19959818308874913,0.16509392362642208,0.1708080085806221
Georgia,DOUGHERTY COUNTY,37919,34087,35311,26295,23311,24577,11449,10232,10454,70694,68241,67169,0.5363821540724814,0.49950909277413874,0.5257038217034644,blue,blue,blue,0.16195150932186608,0.14993918611978135,0.15563727314683856,0.371955187144595,0.3415981594642517,0.3658979588798404
Georgia,DOUGLAS COUNTY,55267,57738,69097,28441,31005,42809,26241,24817,25451,96819,104277,108767,0.5708280399508361,0.5536983227365574,0.6352754052240109,blue,blue,blue,0.27103151240975426,0.2379911198059016,0.23399560528469113,0.2937543250808209,0.297333064817745,0.39358445116625446
Georgia,EARLY COUNTY,5353,4785,5187,2765,2168,2437,2557,2552,2722,7927,7712,7657,0.6752869938185947,0.6204616182572614,0.6774193548387096,blue,red,red,0.32256843698751103,0.3309128630705394,0.3554917069348309,0.34880787183045286,0.28112033195020747,0.3182708632623743
Georgia,ECHOLS COUNTY,1102,1182,1441,173,156,167,917,1007,1256,2865,2885,2963,0.38464223385689356,0.4097053726169844,0.4863314208572393,red,red,red,0.32006980802792323,0.34904679376083186,0.4238947013162335,0.06038394415357766,0.05407279029462738,0.05636179547755653
Georgia,EFFINGHAM COUNTY,20816,23458,31570,4947,4853,7720,15596,17874,23358,38622,42996,47339,0.5389674278908394,0.5455856358731045,0.6668919918037981,red,red,red,0.4038112992594894,0.4157130895897293,0.4934198018547075,0.12808761845580238,0.11287096474090613,0.16307906799890154
Georgia,ELBERT COUNTY,8143,7987,9171,3181,2539,2879,4859,5292,6226,15190,14915,15034,0.5360763660302831,0.5355011733154542,0.6100172941332979,red,red,red,0.3198815009874918,0.35481059336238685,0.41412797658640416,0.20941408821593152,0.1702313107609789,0.1914992683251297
Georgia,EMANUEL COUNTY,8083,7860,9501,2927,2435,2884,5100,5335,6551,17033,16750,17032,0.47454940409792756,0.4692537313432836,0.5578323156411461,red,red,red,0.29941877531849936,0.31850746268656716,0.3846289337717238,0.17184289320730348,0.14537313432835822,0.16932832315641147
Georgia,EVANS COUNTY,3563,3613,4247,1268,1130,1324,2268,2404,2888,7878,7775,7842,0.4522721502919523,0.4646945337620579,0.5415710277990309,red,red,red,0.2878903274942879,0.3091961414790997,0.36827339964294825,0.16095455699416095,0.14533762057877814,0.16883448099974496
Georgia,FANNIN COUNTY,10017,11812,14850,2028,1923,2571,7857,9632,12169,19300,20740,21950,0.5190155440414508,0.5695274831243973,0.6765375854214123,red,red,red,0.4070984455958549,0.46441658630665383,0.5543963553530752,0.10507772020725388,0.09271938283510126,0.11712984054669703
Georgia,FAYETTE COUNTY,58568,60913,71993,19736,23284,33065,38075,35048,37952,80587,85184,88100,0.726767344608932,0.7150756010518408,0.8171736662883088,red,red,red,0.4724707459019445,0.4114387678437265,0.43078320090805905,0.24490302406095277,0.27333771600300527,0.3753121452894438
Georgia,FLOYD COUNTY,32829,34608,41648,9640,9159,12008,22733,24114,29123,73044,74026,75897,0.449441432561196,0.46751141490827547,0.5487436921090425,red,red,red,0.311223372214008,0.3257504120173993,0.38371740648510483,0.13197524779584907,0.12372679869235134,0.15821442217742468
Georgia,FORSYTH COUNTY,81731,98221,129305,14571,23462,42203,65908,69851,85122,131166,157856,178574,0.6231111721025265,0.6222189843908372,0.7240975729949489,red,red,red,0.5024777762529924,0.44249822623150215,0.4766763358607636,0.11108823933031425,0.14862913034664504,0.2363333967990861
Georgia,FRANKLIN COUNTY,7762,8502,10765,1499,1243,1593,6114,7054,9069,17038,17423,18249,0.45556990257072427,0.487975664351719,0.5898953367307798,red,red,red,0.35884493485150837,0.4048671296562016,0.4969587374650666,0.08797980983683532,0.07134247833323767,0.08729245438106198
Georgia,FULTON COUNTY,397413,431391,524659,255470,297051,381144,137124,117783,137240,746975,791381,835904,0.5320298537434318,0.5451116466025846,0.627654611055815,blue,blue,blue,0.1835724087151511,0.14883223125144526,0.16418153280759512,0.3420060912346464,0.3753577606740622,0.4559662353571702
Georgia,GILMER COUNTY,11018,12773,16525,1958,1965,2932,8926,10477,13429,22270,23924,25438,0.4947462954647508,0.5338990135428858,0.6496186807138926,red,red,red,0.4008082622361922,0.4379284400601906,0.5279109992923972,0.08792096991468343,0.0821350944658084,0.11526063369761774
Georgia,GLASCOCK COUNTY,1333,1390,1566,176,138,155,1135,1235,1403,2303,2281,2328,0.5788102475032566,0.6093818500657606,0.6726804123711341,red,red,red,0.4928354320451585,0.5414291977202981,0.6026632302405498,0.07642205818497612,0.06049978079789566,0.0665807560137457
Georgia,GLYNN COUNTY,33133,34263,41984,11950,11775,15879,20893,21512,25616,61875,65111,67065,0.5354828282828283,0.5262244474819923,0.6260195332886006,red,red,red,0.33766464646464645,0.3303896423031439,0.38195780213225977,0.19313131313131313,0.18084501850685752,0.2367702974726012
Georgia,GORDON COUNTY,16897,18959,24033,3440,3181,4384,13197,15191,19405,41143,42692,44119,0.41068954621685344,0.4440878853180924,0.5447312949069562,red,red,red,0.3207593029190871,0.35582778974983603,0.43983317844919423,0.08361082079576113,0.07451044692213998,0.09936761939300529
Georgia,GRADY COUNTY,9396,9213,10707,3419,3013,3619,5924,6053,7034,18800,18596,18531,0.4997872340425532,0.49542912454291244,0.5777885705034806,red,red,red,0.3151063829787234,0.32550010755001074,0.3795801629701581,0.18186170212765956,0.16202409120240913,0.19529437159354596
Georgia,GREENE COUNTY,8323,8852,11247,3201,3199,4088,5071,5490,7068,12892,13659,14883,0.645594166925225,0.6480708690240867,0.7556944164482967,red,red,red,0.39334470989761094,0.4019327915660004,0.47490425317476315,0.24829351535836178,0.23420455377406837,0.27467580460928576
Georgia,GWINNETT COUNTY,296728,328331,413865,132509,166153,241827,159855,146989,166413,598481,656182,687242,0.4958018717386183,0.5003657521846073,0.6022114480779697,red,blue,blue,0.26710121123310515,0.22400644943018858,0.24214614357096917,0.22140886678106741,0.25321176137108303,0.3518804147592842
Georgia,HABERSHAM COUNTY,14641,16243,20432,2301,2483,3563,12166,13190,16637,33245,34053,35229,0.440397052188299,0.47699174815728423,0.5799767237219337,red,red,red,0.3659497668822379,0.38733738583972044,0.4722529734025945,0.0692134155512107,0.0729157489795319,0.1011382667688552
Georgia,HALL COUNTY,61364,70694,90523,12999,16180,25031,47481,51733,64170,133608,145065,153638,0.4592838752170529,0.4873263709371661,0.5891966831122509,red,red,red,0.3553754266211604,0.3566194464550374,0.4176701076556581,0.09729207831866356,0.1115362079068004,0.16292193337585753
Georgia,HANCOCK COUNTY,4088,3580,4165,3308,2701,2985,769,843,1159,7517,7252,7175,0.5438339763203406,0.4936569222283508,0.5804878048780487,blue,blue,blue,0.10230145004656113,0.11624379481522339,0.16153310104529617,0.44006917653319144,0.37244897959183676,0.41602787456445994
Georgia,HARALSON COUNTY,10376,11357,14248,1789,1475,1792,8446,9585,12331,21300,21864,22637,0.48713615023474177,0.5194383461397731,0.6294120245615585,red,red,red,0.3965258215962441,0.43839187705817784,0.5447276582586031,0.0839906103286385,0.0674624954262715,0.07916243318460926
Georgia,HARRIS COUNTY,15488,16502,19991,4145,4086,5457,11197,11936,14319,25135,26275,27721,0.6161925601750547,0.6280494766888678,0.7211500306626745,red,red,red,0.44547443803461306,0.4542721217887726,0.5165398073662566,0.16490948876069225,0.15550903901046623,0.19685437033296058
Georgia,HART COUNTY,9511,10117,12727,2870,2585,3157,6517,7286,9464,19916,20062,20783,0.4775557340831492,0.5042867111952946,0.6123754992060819,red,red,red,0.32722434223739705,0.3631741601036786,0.45537217918491074,0.14410524201646918,0.12885056325391286,0.1519029976423038
Georgia,HEARD COUNTY,4172,4223,5391,948,743,824,3160,3370,4516,8795,8926,9284,0.47436043206367257,0.473112256329823,0.5806764325721672,red,red,red,0.3592950540079591,0.3775487340354022,0.4864282636794485,0.10778851620238772,0.08323997311225632,0.08875484704868591
Georgia,HENRY COUNTY,91378,98766,122742,43761,50057,73276,46774,45724,48187,149675,162602,175285,0.6105094371137465,0.6074095029581432,0.7002424622757224,red,blue,blue,0.3125037581426424,0.28120195323550756,0.27490658071141283,0.2923734758643728,0.3078498419453635,0.41803919331374617
Georgia,HOUSTON COUNTY,58056,60079,74823,22702,22553,32232,34662,35430,41534,107519,112388,117543,0.5399603790957878,0.5345677474463466,0.6365585360251143,red,red,red,0.32238023047089354,0.31524717941417235,0.3533515394366317,0.2111440768608339,0.20067089013061892,0.27421454276307394
Georgia,IRWIN COUNTY,3709,3670,4168,1141,891,1008,2538,2716,3134,7404,7284,7458,0.500945434900054,0.5038440417353103,0.558862965942612,red,red,red,0.3427876823338736,0.37287204832509613,0.4202198980960043,0.15410588870880604,0.12232289950576607,0.13515687851971037
Georgia,JACKSON COUNTY,23704,27190,37670,4238,4491,7642,19135,21784,29497,45118,48496,54499,0.5253778979564697,0.5606647970966677,0.6912053432173068,red,red,red,0.42411011126379716,0.4491916859122402,0.5412392887942898,0.09393146859346602,0.09260557571758496,0.14022275638085102
